id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,filtered_tweet,pred_value,confidence,confidencefull,pred_sentiment
1565195826674434048,1565195826674434048,2022-09-01 12:32:19 +08,2022-09-01,12:32:19,800,368328142,psy8_media,PSY8 | AMG2022 MYVTuber Showcase Curator,,Happy Birthday Miku! 🎉🎉  CN: @jeisuzukii  📸: @psy8_media 😎  #HatsuneMiku #初音ミク誕生祭2022 ＃初音ミク #cosplay #MyVT #VTuberPhotographer #SHY8  https://t.co/4Lq0cwHdcD,en,"[{'screen_name': 'jeisuzukii', 'name': 'jei鈴木', 'id': '1265597112336572417'}, {'screen_name': 'psy8_media', 'name': 'psy8 | amg2022 myvtuber showcase curator', 'id': '368328142'}]",[],['https://pbs.twimg.com/media/FbixTbEaAAA3Oay.jpg'],0,0,1,"['hatsunemiku', '初音ミク誕生祭2022', '初音ミク', 'cosplay', 'myvt', 'vtuberphotographer', 'shy8']",[],https://twitter.com/psy8_media/status/1565195826674434048,False,,1,https://pbs.twimg.com/media/FbixTbEaAAA3Oay.jpg,Philippines,,,,,,[],,,,,happy birthday miku cn media 初音ミク,1,0.8668332827200991,"[0.07131833079133063, 0.06184838648857032, 0.8668332827200991]",positive
1565195620658610176,1565195620658610176,2022-09-01 12:31:30 +08,2022-09-01,12:31:30,800,740431841866452992,karyllaguilar,Karyll Aguilar,,Happy early 15th birthday Hatsune Miku  https://t.co/7WuLUeVRAC,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FbixHZwaUAIxDlQ.jpg'],0,0,0,[],[],https://twitter.com/KaryllAguilar/status/1565195620658610176,False,,1,https://pbs.twimg.com/tweet_video_thumb/FbixHZwaUAIxDlQ.jpg,Philippines,,,,,,[],,,,,happy early 15th birthday hatsune miku,1,0.8561349997213614,"[0.07858786354124048, 0.06527713673739811, 0.8561349997213614]",positive
1565189077535948801,1565189077535948801,2022-09-01 12:05:30 +08,2022-09-01,12:05:30,800,1378889551985303553,flygombal,flygombal_art,,HBD Hatsune Miku #初音ミク生誕祭2022  #miku  https://t.co/ulqwkJSLMK,in,[],[],['https://pbs.twimg.com/media/Fbiq6WYaMAIUdzQ.jpg'],0,1,2,"['初音ミク生誕祭2022', 'miku']",[],https://twitter.com/flygombal/status/1565189077535948801,False,,1,https://pbs.twimg.com/media/Fbiq6WYaMAIUdzQ.jpg,Philippines,,,,,,[],,,,,hbd hatsune miku,1,0.3768554074481538,"[0.2712854727848827, 0.35185911976696344, 0.3768554074481538]",positive
1565181423048626177,1565173040396537856,2022-09-01 11:35:05 +08,2022-09-01,11:35:05,800,134425499,hacha620,ハチャ,,【Hatsune Miku V4X English】 Universal Language 【14th Anniversary Remake】　Flanger Moose 2021年のMIKU EXPOでも採用されていたFlanger Moose氏の曲。 今回流したのは昨年の14周年に合わせたリメイク版 雰囲気も相まって、周年を飾るのにピッタリの曲  https://t.co/OcNSuzW3LY,ja,[],['https://youtu.be/ZmkwHLomQP8'],[],0,0,1,[],[],https://twitter.com/hacha620/status/1565181423048626177,False,,0,,Philippines,,,,,,[],,,,, hatsune miku v4x english universal language 14th anniversary remake flanger moose 2021年のmiku expoでも採用されていたflanger moose氏の曲 今回流したのは昨年の14周年に合わせたリメイク版 雰囲気も相まって 周年を飾るのにピッタリの曲,0,0.5183224957161409,"[0.22268336672949887, 0.5183224957161409, 0.25899413755436024]",neutral
1565180860483383296,1565179462047731712,2022-09-01 11:32:51 +08,2022-09-01,11:32:51,800,1416220245669285894,icherry900,iiCherry900,,"@finishwatustart Since yesterday was Hatsune Miku's 15th anniversary, I'm working on a drawing...I don't frequently finish those so hopefully this will be the one.",en,[],[],[],0,0,1,[],[],https://twitter.com/ICherry900/status/1565180860483383296,False,,0,,Philippines,,,,,,"[{'screen_name': 'finishwatustart', 'name': 'Finish What You Started 2022', 'id': '1557676580968742914'}]",,,,,since yesterday was hatsune miku 15th anniversary m working on drawing don frequently finish those so hopefully this will be the one,1,0.39862321126682904,"[0.22036153900492217, 0.38101524972824885, 0.39862321126682904]",positive
1565179684266328066,1564901425062498304,2022-09-01 11:28:11 +08,2022-09-01,11:28:11,800,4887879196,milanonoviche,Milano Noviche | Kway Teow no Tauge,,"@beeccoe HDJSJS ITS HETALIA RELATED!!  We just thankful that the Mangaka finally created Malaysia so on our independence day (31st of August) our timeline isnt filled with Hatsune Miku (who shares her birthday w our independence day) but instead, it is filled with Malaysia himself 😭🙏🙏",en,[],[],[],0,0,1,[],[],https://twitter.com/milanonoviche/status/1565179684266328066,False,,0,,Philippines,,,,,,"[{'screen_name': 'beeccoe', 'name': 'Bee (Comms Open 3/5) 🇵🇭', 'id': '1445350017640763401'}]",,,,,hdjsjs its hetalia related we just thankful that the mangaka finally created malaysia so on our independence day 31st of august our timeline isnt filled with hatsune miku who shares her birthday our independence day but instead it is filled with malaysia himself ,1,0.6068836157683568,"[0.11277910562827796, 0.28033727860336516, 0.6068836157683568]",positive
1565179320469176320,1565173040396537856,2022-09-01 11:26:44 +08,2022-09-01,11:26:44,800,134425499,hacha620,ハチャ,,Maubox ft. Hatsune Miku - Gatarsis メキシコのボカロ曲。言語はスペイン語(この曲は英語verもある) 社畜のお姉さんのお話で仕事クソ辛いけど、お家で大好きなネコちゃんに囲まれてる時だけは全てを忘れて幸せになれるという曲 ビートの作りがシンプルだけど楽しいしノれる  https://t.co/N7cXRhRQnc,ja,[],['https://youtu.be/vlrTHCoaRv8'],[],0,0,1,[],[],https://twitter.com/hacha620/status/1565179320469176320,False,,0,,Philippines,,,,,,[],,,,,maubox ft hatsune miku gatarsis メキシコのボカロ曲 言語はスペイン語 この曲は英語verもある 社畜のお姉さんのお話で仕事クソ辛いけど お家で大好きなネコちゃんに囲まれてる時だけは全てを忘れて幸せになれるという曲 ビートの作りがシンプルだけど楽しいしノれる,1,0.5355064451757214,"[0.2160515603118226, 0.24844199451245588, 0.5355064451757214]",positive
1565176680154808320,1565176680154808320,2022-09-01 11:16:14 +08,2022-09-01,11:16:14,800,589299453,beepbeepchild,BeepBeepChild,,Today is the day all weebs put their differences aside. Happy Birthday Hatsune Miku. Full track this Friday with guitar boi Cheon Ji Chan #初音ミク誕生祭2022 #初音ミク  https://t.co/894dcysA1c,en,[],[],[],0,0,0,"['初音ミク誕生祭2022', '初音ミク']",[],https://twitter.com/beepbeepchild/status/1565176680154808320,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1565176554803851264/pu/img/7mJzY1qpXEexk0Iu.jpg,Philippines,,,,,,[],,,,,today is the day all weebs put their differences aside happy birthday hatsune miku full track this friday with guitar boi cheon ji chan,1,0.5506051375839551,"[0.10434539749078563, 0.3450494649252593, 0.5506051375839551]",positive
1565167330040381440,1565167330040381440,2022-09-01 10:39:05 +08,2022-09-01,10:39:05,800,816638798,shawlyurkidding,Shaw???,,TIL Hatsune Miku is older than me,en,[],[],[],0,0,0,[],[],https://twitter.com/ShawlyUrKidding/status/1565167330040381440,False,https://twitter.com/WyntonYang/status/1565062626635300867,0,,Philippines,,,,,,[],,,,,til hatsune miku is older than me,1,0.4381325570203785,"[0.2239074828340758, 0.3379599601455458, 0.4381325570203785]",positive
1565154820792926209,1565154820792926209,2022-09-01 09:49:23 +08,2022-09-01,09:49:23,800,990399552,fuzzy_b_rc200,Fuzzy,,"大好きな初音ミク15周年おめでとう！ いつまでも輝き続けて、素敵な瞬間を一緒に過ごせますように。 Happy 15th Anniversary to Hatsune Miku! May you always shine bright as ever, and look forward to another amazing moment with you. #初音ミク生誕祭2022 #初音ミク誕生祭2022 #初音ミク  https://t.co/OhdfE8lxo5",ja,[],[],"['https://pbs.twimg.com/media/FbiL__4aIAAS2w5.jpg', 'https://pbs.twimg.com/media/FbiMARFaQAAxkFo.jpg', 'https://pbs.twimg.com/media/FbiMAhfagAAHBG4.jpg', 'https://pbs.twimg.com/media/FbiMA3saUAARc6J.jpg']",1,0,6,"['初音ミク生誕祭2022', '初音ミク誕生祭2022', '初音ミク']",[],https://twitter.com/fuzzy_b_rc200/status/1565154820792926209,False,,1,https://pbs.twimg.com/media/FbiL__4aIAAS2w5.jpg,Philippines,,,,,,[],,,,,大好きな初音ミク15周年おめでとう いつまでも輝き続けて 素敵な瞬間を一緒に過ごせますように happy 15th anniversary to hatsune miku may you always shine bright as ever and look forward to another amazing moment with you,1,0.8098348318592012,"[0.07203285983656978, 0.11813230830422895, 0.8098348318592012]",positive
