id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,filtered_tweet,pred_value,confidence,confidencefull,pred_sentiment
1560855167959871489,1560855167959871489,2022-08-20 13:04:05 +08,2022-08-20,13:04:05,800,330826792,rapplerdotcom,Rappler,,President Ferdinand Marcos Jr. appoints David John Thaddeus Alba as acting administrator of the Sugar Regulatory Administration.  https://t.co/pDc4McqT56  https://t.co/d2qhOTGQfc,en,[],['http://rappler.com/nation'],['https://pbs.twimg.com/media/FalFOfsUcAATkKT.jpg'],0,0,0,[],[],https://twitter.com/rapplerdotcom/status/1560855167959871489,False,,1,https://pbs.twimg.com/media/FalFOfsUcAATkKT.jpg,Philippines,,,,,,[],,,,,president ferdinand marcos jr appoints david john thaddeus alba as acting administrator of the sugar regulatory administration,0,0.845061950547269,"[0.08703738839966488, 0.845061950547269, 0.06790066105306607]",neutral
1560854769610391552,1560854769610391552,2022-08-20 13:02:31 +08,2022-08-20,13:02:31,800,39453212,gmanews,GMA News,,President Ferdinand “Bongbong” Marcos Jr. has reconstituted the Sugar Regulatory Administration's (SRA) governing body with three new appointees.   https://t.co/KNl4xY6Et4,en,[],['https://www.gmanetwork.com/news/topstories/nation/842191/marcos-appoints-3-new-officials-of-sugar-regulatory-administration/story/'],[],0,0,0,[],[],https://twitter.com/gmanews/status/1560854769610391552,False,,0,,Philippines,,,,,,[],,,,,president ferdinand bongbong marcos jr has reconstituted the sugar regulatory administration sra governing body with three new appointees,0,0.9176365184093926,"[0.04305629416464336, 0.9176365184093926, 0.03930718742596402]",neutral
1560854669702098947,1560854669702098947,2022-08-20 13:02:07 +08,2022-08-20,13:02:07,800,55118669,philstarnews,Philstar.com,,"President Ferdinand ""Bongbong"" Marcos Jr. has appointed three new officials of the Sugar Regulatory Administration, Malacañang said Saturday.   https://t.co/p3Z20ck6Zc",en,[],['https://www.philstar.com/headlines/2022/08/20/2203956/marcos-appoints-new-sugar-regulatory-administration-officials'],[],0,0,0,[],[],https://twitter.com/PhilstarNews/status/1560854669702098947,False,,0,,Philippines,,,,,,[],,,,,president ferdinand bongbong marcos jr has appointed three new officials of the sugar regulatory administration malacañang said saturday,0,0.9357400108365331,"[0.03612298449902716, 0.9357400108365331, 0.028137004664439684]",neutral
1560853328694632449,1560853328694632449,2022-08-20 12:56:47 +08,2022-08-20,12:56:47,800,63411616,themanilatimes,The Manila Times,,Marcos names SRA acting administrator  https://t.co/NH6L3KlqZk,es,[],['https://www.manilatimes.net/article/1855334'],[],0,0,0,[],[],https://twitter.com/TheManilaTimes/status/1560853328694632449,False,,0,,Philippines,,,,,,[],,,,,marcos names sra acting administrator,0,0.4537683574066067,"[0.21840642871984536, 0.4537683574066067, 0.327825213873548]",neutral
1560853133345148928,1560696889607163905,2022-08-20 12:56:00 +08,2022-08-20,12:56:00,800,126065816,marcoscarbayin,Marcos Suárez,,"@Novoj1926 @kokinnos No hubo suerte, no nos pusieron nada ni siquiera parecido",es,[],[],[],1,0,1,[],[],https://twitter.com/MarcosCarbayin/status/1560853133345148928,False,,0,,Philippines,,,,,,"[{'screen_name': 'Novoj1926', 'name': 'Novo', 'id': '1210598024956858370'}, {'screen_name': 'kokinnos', 'name': 'Fran Valdés', 'id': '1937407470'}]",,,,,no hubo suerte no nos pusieron nada ni siquiera parecido,-1,0.4537332373289149,"[0.4537332373289149, 0.25591495545359866, 0.2903518072174864]",negative
1560850979670695936,1560606929138974722,2022-08-20 12:47:27 +08,2022-08-20,12:47:27,800,2658331201,gaylorde2018,𝓖𝓪𝔂 𝓛𝓸𝓻𝓭𝓮 #AngatBuhay,,@iMthinkingPinoy Ung ipinapasok mo sa bunganga mo na galing sa nakaw. 🤭 Kaw ba naman pasahurin ni Marcos na galing din sa Nakaw na Yaman ang pera nila. 😂,tl,[],[],[],0,0,0,[],[],https://twitter.com/Gaylorde2018/status/1560850979670695936,False,,0,,Philippines,,,,,,"[{'screen_name': 'iMthinkingPinoy', 'name': 'ThinkingPinoy', 'id': '146601298'}]",,,,,ung ipinapasok mo sa bunganga mo na galing sa nakaw kaw ba naman pasahurin ni marcos na galing din sa nakaw na yaman ang pera nila ,-1,0.6661559214512943,"[0.6661559214512943, 0.09261563589993282, 0.24122844264877288]",negative
1560850353293238272,1560593375295770625,2022-08-20 12:44:58 +08,2022-08-20,12:44:58,800,62205043,alwaysthirty,Always30,,@ToniSpeakEasy @Sy2526Sy @macronikki @pilgrim525 Anong correlation nung Kathniel series sa pagiging apologist pati. About ML ba sya? Kwento ba sya nung panahon ng mga Marcos na pag inayawan mo ayaw mo sa truth? Pag maka Leni ba dapat lahat lang tatangapin? Eh di parang blind follower lang din pag ganun.,tl,[],[],[],0,0,1,[],[],https://twitter.com/alwaysThirty/status/1560850353293238272,False,,0,,Philippines,,,,,,"[{'screen_name': 'ToniSpeakEasy', 'name': 'ToniSpeakeasy 💗🌾🇵🇭', 'id': '23920607'}, {'screen_name': 'Sy2526Sy', 'name': '💙🌷💙', 'id': '1073940281911726080'}, {'screen_name': 'macronikki', 'name': 'nikki', 'id': '41572746'}, {'screen_name': 'pilgrim525', 'name': 'Nimfa Cee Tee', 'id': '41338955'}]",,,,,anong correlation nung kathniel series sa pagiging apologist pati about ml ba sya kwento ba sya nung panahon ng mga marcos na pag inayawan mo ayaw mo sa truth pag maka leni ba dapat lahat lang tatangapin eh di parang blind follower lang din pag ganun,-1,0.9488262659512071,"[0.9488262659512071, 0.019756115368110352, 0.031417618680682415]",negative
1560848952999956480,1560848952999956480,2022-08-20 12:39:24 +08,2022-08-20,12:39:24,800,74886399,dzrhnews,DZRH NEWS,,BREAKING: David John Thaddeus Alba itinalaga ni President Ferdinand Marcos Jr. bilang acting administrator ng Sugar Regulatory Administration. | via RH14 @leth_narciso   #SamaSamaTayoPilipino  https://t.co/UzNdho4tyw,tl,"[{'screen_name': 'leth_narciso', 'name': 'leth narciso', 'id': '186753936'}]",[],['https://pbs.twimg.com/tweet_video_thumb/Fak_zovacAE0eKn.jpg'],0,3,2,['samasamatayopilipino'],[],https://twitter.com/dzrhnews/status/1560848952999956480,False,,1,https://pbs.twimg.com/tweet_video_thumb/Fak_zovacAE0eKn.jpg,Philippines,,,,,,[],,,,,breaking david john thaddeus alba itinalaga ni president ferdinand marcos jr bilang acting administrator ng sugar regulatory administration via rh14 narciso,0,0.8778408827482314,"[0.06942663989583188, 0.8778408827482314, 0.052732477355936724]",neutral
1560848716596400129,1560848716596400129,2022-08-20 12:38:27 +08,2022-08-20,12:38:27,800,2811559122,cnnphilippines,CNN Philippines,,"BREAKING: President Bongbong Marcos has appointed three officials to head the Sugar Regulatory Administration, Executive Secretary Vic Rodriguez confirms. | @kristellimpot  https://t.co/XISsGppJWI",en,"[{'screen_name': 'kristellimpot', 'name': 'kristel', 'id': '305510442'}]",[],['https://pbs.twimg.com/media/Fak_ie-aAAATCqI.jpg'],1,0,3,[],[],https://twitter.com/cnnphilippines/status/1560848716596400129,False,,1,https://pbs.twimg.com/media/Fak_ie-aAAATCqI.jpg,Philippines,,,,,,[],,,,,breaking president bongbong marcos has appointed three officials to head the sugar regulatory administration executive secretary vic rodriguez confirms,0,0.8350439192831657,"[0.09944935164468226, 0.8350439192831657, 0.06550672907215192]",neutral
1560847754498551809,1560847754498551809,2022-08-20 12:34:38 +08,2022-08-20,12:34:38,800,55118669,philstarnews,Philstar.com,,JUST IN: Executive Secretary Vic Rodriguez confirms that President Ferdinand Marcos Jr. appointed David John Thaddeus Alba as the Sugar Regulatory Administration (SRA) Acting Administrator. | via The STAR/@helenmflores  https://t.co/791RdM4MEY,en,"[{'screen_name': 'helenmflores', 'name': 'helen flores', 'id': '472204923'}]",[],['https://pbs.twimg.com/media/Fak-vwbaMAAPA8D.jpg'],1,2,4,[],[],https://twitter.com/PhilstarNews/status/1560847754498551809,False,,1,https://pbs.twimg.com/media/Fak-vwbaMAAPA8D.jpg,Philippines,,,,,,[],,,,,just in executive secretary vic rodriguez confirms that president ferdinand marcos jr appointed david john thaddeus alba as the sugar regulatory administration sra acting administrator via the star,0,0.9183485051434053,"[0.0378619049245056, 0.9183485051434053, 0.04378958993208916]",neutral
1560846913410596866,1560846913410596866,2022-08-20 12:31:17 +08,2022-08-20,12:31:17,800,16374906,ptvph,PTVph,,"President Ferdinand “Bongbong” Marcos Jr. has reconstituted the Sugar Regulatory Board with three new appointees, including David John Thaddeus P. Alba as acting administrator of the Sugar Regulatory Administration.   https://t.co/uTuqeBVRKQ",en,[],['https://ptvnews.ph/pres-marcos-reconstitutes-sugar-regulatory-board-with-3-new-appointees/'],[],0,3,5,[],[],https://twitter.com/PTVph/status/1560846913410596866,False,,0,,Philippines,,,,,,[],,,,,president ferdinand bongbong marcos jr has reconstituted the sugar regulatory board with three new appointees including david john thaddeus alba as acting administrator of the sugar regulatory administration,0,0.8994141113924603,"[0.04229258453801078, 0.8994141113924603, 0.05829330406952891]",neutral
